UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id,timestamp,operator_id,material_lot
5910,L05910,L,302.1,311.5,1678,37.2,218,0,0,0,0,0,0,LINE3-M02,2026-06-17T17:24:00,OP-105,MAT-8814
5911,M05911,M,300.5,309.8,1680,40.1,221,1,0,0,0,0,1,LINE1-M01,2026-06-17T17:28:00,OP-110,MAT-8819
5912,L05912,L,300.7,310.9,1358,39.4,223,1,1,0,0,0,0,LINE1-M01,2026-06-17T17:31:00,OP-105,MAT-8808
5913,H05913,H,300.7,309.8,1168,31.3,228,0,0,0,0,0,0,LINE1-M02,2026-06-17T17:33:00,OP-103,MAT-8804
5914,H05914,H,300.9,311.2,1335,44.1,233,1,1,0,0,0,0,LINE1-M02,2026-06-17T17:39:00,OP-101,MAT-8800
5915,L05915,L,296.6,306.5,1599,23.7,235,1,1,0,0,0,0,LINE2-M01,2026-06-17T17:42:00,OP-111,MAT-8802
5916,H05916,H,298.1,307.4,1427,27.9,240,1,1,0,0,0,0,LINE2-M02,2026-06-17T17:47:00,OP-108,MAT-8815
5917,H05917,H,300.7,309.9,1582,34.6,0,0,0,0,0,0,0,LINE3-M02,2026-06-17T17:53:00,OP-111,MAT-8806
5918,M05918,M,301.8,312.1,1534,33.6,3,0,0,0,0,0,0,LINE1-M02,2026-06-17T17:56:00,OP-109,MAT-8817
5919,L05919,L,300.3,310.6,1690,27.2,5,0,0,0,0,0,0,LINE1-M02,2026-06-17T17:58:00,OP-110,MAT-8815
5920,L05920,L,303.5,315.5,1436,41.3,7,0,0,0,0,0,0,LINE2-M01,2026-06-17T18:04:00,OP-108,MAT-8811
5921,L05921,L,302.0,311.5,1696,41.8,9,0,0,0,0,0,0,LINE2-M01,2026-06-17T18:06:00,OP-103,MAT-8817
5922,M05922,M,301.4,311.2,1668,39.1,12,0,0,0,0,0,0,LINE1-M02,2026-06-17T18:11:00,OP-108,MAT-8805
5923,L05923,L,299.0,309.2,1396,38.6,14,0,0,0,0,0,0,LINE1-M02,2026-06-17T18:16:00,OP-101,MAT-8800
5924,M05924,M,295.2,306.6,1293,48.2,17,0,0,0,0,0,0,LINE3-M01,2026-06-17T18:20:00,OP-109,MAT-8806
5925,L05925,L,302.5,313.0,1676,41.0,19,0,0,0,0,0,0,LINE1-M02,2026-06-17T18:26:00,OP-100,MAT-8813
5926,H05926,H,302.3,313.3,1168,47.6,24,0,0,0,0,0,0,LINE2-M02,2026-06-17T18:29:00,OP-111,MAT-8802
5927,L05927,L,299.9,310.1,1371,34.9,26,0,0,0,0,0,0,LINE1-M02,2026-06-17T18:32:00,OP-110,MAT-8818
5928,H05928,H,301.2,310.4,1168,29.0,31,0,0,0,0,0,0,LINE3-M01,2026-06-17T18:35:00,OP-100,MAT-8814
5929,L05929,L,302.3,310.4,1657,20.4,33,0,0,0,0,0,0,LINE3-M01,2026-06-17T18:39:00,OP-103,MAT-8807
5930,H05930,H,297.1,308.2,1396,32.1,38,0,0,0,0,0,0,LINE1-M02,2026-06-17T18:41:00,OP-111,MAT-8815
5931,H05931,H,303.7,314.4,1991,25.5,43,0,0,0,0,0,0,LINE3-M02,2026-06-17T18:46:00,OP-106,MAT-8814
5932,L05932,L,303.7,313.8,1284,50.4,45,0,0,0,0,0,0,LINE3-M02,2026-06-17T18:52:00,OP-102,MAT-8804
5933,H05933,H,298.4,308.1,1168,39.7,50,0,0,0,0,0,0,LINE2-M01,2026-06-17T18:57:00,OP-104,MAT-8808
5934,M05934,M,305.1,315.5,1615,23.9,53,0,0,0,0,0,0,LINE1-M02,2026-06-17T19:00:00,OP-102,MAT-8800
5935,L05935,L,298.6,307.4,1687,32.2,55,0,0,0,0,0,0,LINE3-M02,2026-06-17T19:06:00,OP-109,MAT-8819
5936,L05936,L,298.2,307.1,1397,24.5,57,0,0,0,0,0,0,LINE1-M01,2026-06-17T19:08:00,OP-101,MAT-8806
5937,H05937,H,297.1,305.9,1869,47.0,62,1,0,0,1,0,0,LINE3-M01,2026-06-17T19:11:00,OP-104,MAT-8802
5938,L05938,L,298.2,307.9,2066,41.8,64,1,0,0,1,0,0,LINE1-M01,2026-06-17T19:16:00,OP-100,MAT-8810
5939,L05939,L,300.2,311.7,1559,48.0,66,0,0,0,0,0,0,LINE1-M01,2026-06-17T19:20:00,OP-107,MAT-8803
5940,L05940,L,300.1,311.1,1410,53.7,68,0,0,0,0,0,0,LINE1-M02,2026-06-17T19:22:00,OP-110,MAT-8808
5941,H05941,H,296.2,306.8,1592,22.6,73,0,0,0,0,0,0,LINE1-M02,2026-06-17T19:28:00,OP-102,MAT-8808
5942,M05942,M,301.4,311.3,1761,41.7,76,0,0,0,0,0,0,LINE3-M02,2026-06-17T19:30:00,OP-103,MAT-8804
5943,M05943,M,302.4,312.4,1835,51.5,79,1,0,0,1,0,0,LINE2-M02,2026-06-17T19:34:00,OP-101,MAT-8801
5944,M05944,M,297.2,308.2,1767,30.6,82,0,0,0,0,0,0,LINE1-M02,2026-06-17T19:38:00,OP-102,MAT-8811
5945,L05945,L,300.5,309.0,1995,47.4,84,1,0,0,1,0,0,LINE2-M02,2026-06-17T19:41:00,OP-108,MAT-8802
5946,L05946,L,296.8,307.2,1863,30.4,86,0,0,0,0,0,0,LINE1-M01,2026-06-17T19:43:00,OP-110,MAT-8819
5947,L05947,L,298.0,308.1,1697,39.1,88,0,0,0,0,0,0,LINE3-M01,2026-06-17T19:46:00,OP-105,MAT-8816
5948,H05948,H,299.3,309.1,1261,32.6,93,0,0,0,0,0,0,LINE1-M01,2026-06-17T19:52:00,OP-100,MAT-8803
5949,M05949,M,300.7,310.0,1592,35.1,96,0,0,0,0,0,0,LINE1-M02,2026-06-17T19:56:00,OP-110,MAT-8818
5950,M05950,M,300.0,310.5,1168,53.3,99,0,0,0,0,0,0,LINE1-M01,2026-06-17T20:00:00,OP-102,MAT-8807
5951,L05951,L,301.6,311.5,1292,28.7,101,0,0,0,0,0,0,LINE2-M01,2026-06-17T20:05:00,OP-102,MAT-8814
5952,M05952,M,300.2,310.7,1544,29.5,104,0,0,0,0,0,0,LINE3-M02,2026-06-17T20:11:00,OP-107,MAT-8816
5953,M05953,M,301.2,311.2,1710,51.2,107,1,0,0,1,0,0,LINE3-M01,2026-06-17T20:14:00,OP-104,MAT-8815
5954,L05954,L,299.3,309.5,1354,32.3,109,0,0,0,0,0,0,LINE1-M01,2026-06-17T20:17:00,OP-102,MAT-8816
5955,H05955,H,300.2,313.0,1804,50.0,114,1,0,0,1,0,0,LINE3-M01,2026-06-17T20:21:00,OP-104,MAT-8802
5956,M05956,M,296.8,304.8,1367,46.9,117,1,0,1,0,0,0,LINE2-M01,2026-06-17T20:27:00,OP-105,MAT-8818
5957,L05957,L,295.9,306.3,1550,38.2,119,0,0,0,0,0,0,LINE2-M02,2026-06-17T20:33:00,OP-108,MAT-8819
5958,M05958,M,298.0,307.9,1220,53.1,122,0,0,0,0,0,0,LINE3-M02,2026-06-17T20:35:00,OP-101,MAT-8802
5959,L05959,L,303.3,313.3,1523,26.1,124,0,0,0,0,0,0,LINE2-M01,2026-06-17T20:40:00,OP-107,MAT-8800
5960,L05960,L,298.1,307.9,1835,34.6,126,0,0,0,0,0,0,LINE3-M02,2026-06-17T20:45:00,OP-106,MAT-8809
5961,M05961,M,301.3,312.7,1168,41.7,129,0,0,0,0,0,0,LINE3-M02,2026-06-17T20:47:00,OP-102,MAT-8816
5962,L05962,L,295.9,306.1,1810,40.0,131,0,0,0,0,0,0,LINE1-M02,2026-06-17T20:53:00,OP-109,MAT-8812
5963,L05963,L,302.5,313.0,1510,45.6,133,0,0,0,0,0,0,LINE1-M02,2026-06-17T20:57:00,OP-105,MAT-8814
5964,H05964,H,298.5,308.9,1305,21.5,138,1,0,0,1,0,0,LINE1-M01,2026-06-17T21:00:00,OP-109,MAT-8813
5965,M05965,M,301.6,310.4,1823,42.0,141,0,0,0,0,0,0,LINE3-M02,2026-06-17T21:02:00,OP-109,MAT-8809
5966,M05966,M,297.6,309.6,1321,48.0,144,0,0,0,0,0,0,LINE3-M01,2026-06-17T21:04:00,OP-101,MAT-8814
5967,H05967,H,300.7,310.2,1255,33.0,149,0,0,0,0,0,0,LINE2-M01,2026-06-17T21:10:00,OP-107,MAT-8804
5968,H05968,H,298.6,308.2,1505,43.9,154,0,0,0,0,0,0,LINE1-M02,2026-06-17T21:16:00,OP-108,MAT-8808
5969,L05969,L,300.2,310.8,1168,34.4,156,0,0,0,0,0,0,LINE3-M02,2026-06-17T21:20:00,OP-101,MAT-8805
5970,L05970,L,295.8,307.2,1579,52.9,158,0,0,0,0,0,0,LINE1-M02,2026-06-17T21:24:00,OP-105,MAT-8812
5971,L05971,L,300.8,311.5,1168,51.9,160,0,0,0,0,0,0,LINE1-M01,2026-06-17T21:26:00,OP-102,MAT-8801
5972,L05972,L,299.8,309.8,1951,5.1,162,1,0,0,1,0,0,LINE3-M01,2026-06-17T21:30:00,OP-105,MAT-8818
5973,L05973,L,297.4,307.4,1493,30.0,164,0,0,0,0,0,0,LINE3-M02,2026-06-17T21:34:00,OP-102,MAT-8811
5974,M05974,M,300.6,310.6,1727,37.5,167,0,0,0,0,0,0,LINE1-M02,2026-06-17T21:37:00,OP-109,MAT-8816
5975,H05975,H,298.7,309.7,1351,40.2,172,0,0,0,0,0,0,LINE2-M01,2026-06-17T21:43:00,OP-100,MAT-8808
5976,M05976,M,298.9,308.6,1592,15.1,175,1,0,0,1,0,0,LINE3-M02,2026-06-17T21:48:00,OP-103,MAT-8804
5977,L05977,L,301.3,311.2,1674,42.2,177,0,0,0,0,0,0,LINE1-M02,2026-06-17T21:54:00,OP-100,MAT-8801
5978,M05978,M,298.2,308.6,1242,59.4,180,0,0,0,0,0,0,LINE2-M01,2026-06-17T22:00:00,OP-101,MAT-8809
5979,L05979,L,301.2,311.0,1645,27.2,182,0,0,0,0,0,0,LINE2-M02,2026-06-17T22:03:00,OP-108,MAT-8815
5980,H05980,H,301.9,311.1,1639,50.4,187,0,0,0,0,0,0,LINE2-M01,2026-06-17T22:09:00,OP-102,MAT-8814
5981,L05981,L,299.8,310.4,1407,26.7,189,0,0,0,0,0,0,LINE1-M01,2026-06-17T22:15:00,OP-108,MAT-8806
5982,L05982,L,299.9,310.4,1168,39.5,191,0,0,0,0,0,0,LINE2-M01,2026-06-17T22:18:00,OP-106,MAT-8818
5983,M05983,M,303.8,313.6,1581,25.4,194,0,0,0,0,0,0,LINE3-M02,2026-06-17T22:23:00,OP-101,MAT-8814
5984,M05984,M,302.6,312.1,1860,48.4,197,1,0,0,1,0,0,LINE3-M02,2026-06-17T22:29:00,OP-110,MAT-8805
5985,M05985,M,299.1,309.8,1418,65.3,200,1,0,0,1,1,0,LINE3-M01,2026-06-17T22:35:00,OP-110,MAT-8808
5986,L05986,L,299.9,312.1,1822,39.2,202,1,1,0,0,0,0,LINE1-M02,2026-06-17T22:39:00,OP-105,MAT-8810
5987,H05987,H,300.1,310.1,1392,47.0,207,0,0,0,0,0,0,LINE3-M02,2026-06-17T22:45:00,OP-107,MAT-8816
5988,L05988,L,300.9,309.8,1651,36.1,209,1,1,0,0,0,0,LINE1-M01,2026-06-17T22:51:00,OP-108,MAT-8814
5989,M05989,M,299.7,307.4,1362,50.2,212,1,0,1,0,0,0,LINE1-M02,2026-06-17T22:53:00,OP-109,MAT-8817
5990,L05990,L,300.9,309.0,1747,46.8,214,0,0,0,0,0,0,LINE2-M02,2026-06-17T22:55:00,OP-102,MAT-8809
5991,L05991,L,301.3,312.2,1699,47.8,216,1,1,0,0,0,0,LINE2-M01,2026-06-17T22:59:00,OP-103,MAT-8813
5992,M05992,M,296.8,305.0,1528,30.8,219,0,0,0,0,0,0,LINE2-M02,2026-06-17T23:03:00,OP-104,MAT-8812
5993,L05993,L,299.1,308.7,1168,35.1,221,1,1,0,0,0,0,LINE1-M01,2026-06-17T23:06:00,OP-109,MAT-8810
5994,L05994,L,296.6,306.7,1334,37.7,223,1,1,0,0,0,0,LINE3-M01,2026-06-17T23:11:00,OP-109,MAT-8819
5995,L05995,L,299.0,309.6,1507,44.1,225,0,0,0,0,0,0,LINE2-M01,2026-06-17T23:16:00,OP-107,MAT-8800
5996,L05996,L,297.0,305.5,1446,39.1,227,1,1,0,0,0,0,LINE3-M02,2026-06-17T23:19:00,OP-106,MAT-8805
5997,H05997,H,300.7,310.7,1561,28.7,232,1,1,0,0,0,0,LINE1-M02,2026-06-17T23:25:00,OP-107,MAT-8818
5998,L05998,L,297.8,306.5,1802,32.7,234,1,1,0,0,0,0,LINE2-M02,2026-06-17T23:29:00,OP-110,MAT-8807
5999,L05999,L,298.6,307.4,1489,35.5,236,1,1,0,0,0,0,LINE1-M01,2026-06-17T23:32:00,OP-102,MAT-8803
6000,M06000,M,299.8,310.5,1894,64.2,239,1,1,0,1,1,0,LINE2-M01,2026-06-17T23:35:00,OP-101,MAT-8807
6001,L06001,L,301.4,311.1,1219,49.4,0,0,0,0,0,0,0,LINE3-M01,2026-06-17T23:37:00,OP-102,MAT-8808
6002,L06002,L,300.4,311.8,1526,29.7,2,0,0,0,0,0,0,LINE3-M02,2026-06-17T23:40:00,OP-107,MAT-8811
6003,L06003,L,299.4,309.1,1594,43.2,4,0,0,0,0,0,0,LINE2-M02,2026-06-17T23:45:00,OP-103,MAT-8805
6004,H06004,H,297.7,308.0,1384,36.5,9,0,0,0,0,0,0,LINE2-M01,2026-06-17T23:48:00,OP-107,MAT-8814
6005,H06005,H,299.6,311.2,1813,40.2,14,0,0,0,0,0,0,LINE3-M02,2026-06-17T23:52:00,OP-110,MAT-8814
6006,L06006,L,298.6,308.1,1236,41.5,16,0,0,0,0,0,0,LINE1-M02,2026-06-17T23:58:00,OP-102,MAT-8814
6007,M06007,M,300.6,309.9,1556,45.8,19,0,0,0,0,0,0,LINE3-M02,2026-06-18T00:04:00,OP-101,MAT-8812
6008,M06008,M,297.9,307.4,1610,21.9,22,0,0,0,0,0,0,LINE2-M01,2026-06-18T00:07:00,OP-101,MAT-8817
6009,M06009,M,301.3,310.3,1931,22.5,25,0,0,0,0,0,0,LINE2-M02,2026-06-18T00:09:00,OP-108,MAT-8815
6010,M06010,M,298.3,310.2,1710,42.3,28,0,0,0,0,0,0,LINE3-M02,2026-06-18T00:12:00,OP-110,MAT-8802
6011,L06011,L,301.4,312.6,1665,41.5,30,0,0,0,0,0,0,LINE2-M02,2026-06-18T00:15:00,OP-109,MAT-8813
6012,M06012,M,301.1,309.0,1746,44.1,33,0,0,0,0,0,0,LINE3-M02,2026-06-18T00:21:00,OP-107,MAT-8809
6013,L06013,L,298.2,306.8,1168,63.5,35,0,0,0,0,0,0,LINE2-M02,2026-06-18T00:25:00,OP-106,MAT-8805
6014,M06014,M,296.2,306.1,2018,42.5,38,0,0,0,0,0,0,LINE2-M01,2026-06-18T00:30:00,OP-108,MAT-8812
6015,L06015,L,301.0,313.5,1276,40.6,40,0,0,0,0,0,0,LINE2-M01,2026-06-18T00:32:00,OP-110,MAT-8807
6016,M06016,M,300.6,312.4,1534,39.8,43,0,0,0,0,0,0,LINE3-M01,2026-06-18T00:37:00,OP-108,MAT-8813
6017,H06017,H,299.2,309.5,1285,33.4,48,0,0,0,0,0,0,LINE2-M02,2026-06-18T00:41:00,OP-100,MAT-8803
6018,M06018,M,300.9,311.2,1436,42.5,51,0,0,0,0,0,0,LINE3-M02,2026-06-18T00:44:00,OP-107,MAT-8801
6019,M06019,M,302.3,313.8,1485,43.1,54,0,0,0,0,0,0,LINE1-M02,2026-06-18T00:47:00,OP-104,MAT-8802
6020,L06020,L,294.2,303.8,1168,37.8,56,0,0,0,0,0,0,LINE1-M02,2026-06-18T00:51:00,OP-111,MAT-8815
6021,H06021,H,299.5,309.2,1326,28.0,61,0,0,0,0,0,0,LINE1-M02,2026-06-18T00:55:00,OP-108,MAT-8807
6022,L06022,L,300.2,311.2,1694,56.7,63,1,0,0,1,0,0,LINE3-M01,2026-06-18T01:00:00,OP-101,MAT-8806
6023,L06023,L,300.1,311.6,1226,28.9,65,0,0,0,0,0,0,LINE2-M02,2026-06-18T01:06:00,OP-110,MAT-8810
6024,L06024,L,299.1,307.9,1437,31.4,67,0,0,0,0,0,0,LINE1-M01,2026-06-18T01:09:00,OP-103,MAT-8819
6025,L06025,L,296.0,306.1,1383,43.4,69,0,0,0,0,0,0,LINE3-M01,2026-06-18T01:11:00,OP-106,MAT-8812
6026,L06026,L,301.7,312.8,1407,43.6,71,0,0,0,0,0,0,LINE2-M01,2026-06-18T01:14:00,OP-108,MAT-8808
6027,L06027,L,303.3,313.3,1579,26.0,73,0,0,0,0,0,0,LINE3-M02,2026-06-18T01:17:00,OP-105,MAT-8816
6028,H06028,H,303.5,314.2,1448,39.6,78,0,0,0,0,0,0,LINE2-M01,2026-06-18T01:20:00,OP-110,MAT-8804
6029,H06029,H,299.0,307.0,1459,32.9,83,0,0,0,0,0,0,LINE2-M01,2026-06-18T01:24:00,OP-109,MAT-8801
6030,M06030,M,298.4,309.0,1388,39.5,86,0,0,0,0,0,0,LINE3-M01,2026-06-18T01:29:00,OP-100,MAT-8813
6031,M06031,M,297.3,308.4,1532,30.6,89,0,0,0,0,0,0,LINE3-M02,2026-06-18T01:33:00,OP-102,MAT-8808
6032,M06032,M,301.3,311.4,1693,32.6,92,0,0,0,0,0,0,LINE1-M01,2026-06-18T01:36:00,OP-111,MAT-8816
6033,L06033,L,299.0,310.7,1220,52.5,94,0,0,0,0,0,0,LINE2-M02,2026-06-18T01:39:00,OP-109,MAT-8807
6034,H06034,H,299.4,308.0,1636,46.3,99,0,0,0,0,0,0,LINE1-M01,2026-06-18T01:41:00,OP-100,MAT-8805
6035,L06035,L,299.7,309.8,1479,47.8,101,0,0,0,0,0,0,LINE2-M01,2026-06-18T01:47:00,OP-103,MAT-8812
6036,M06036,M,299.4,310.1,1553,42.7,104,0,0,0,0,0,0,LINE3-M02,2026-06-18T01:52:00,OP-102,MAT-8807
6037,M06037,M,302.0,311.1,1492,41.5,107,0,0,0,0,0,0,LINE2-M02,2026-06-18T01:57:00,OP-105,MAT-8802
6038,H06038,H,300.2,310.7,1438,42.2,112,0,0,0,0,0,0,LINE1-M02,2026-06-18T02:02:00,OP-103,MAT-8809
6039,L06039,L,298.4,308.1,1922,46.9,114,1,0,0,1,0,0,LINE2-M02,2026-06-18T02:07:00,OP-106,MAT-8808
6040,M06040,M,299.1,308.8,1379,21.3,117,1,0,0,1,0,0,LINE3-M02,2026-06-18T02:10:00,OP-104,MAT-8807
6041,H06041,H,299.2,308.3,1668,19.0,122,1,0,0,1,0,0,LINE3-M01,2026-06-18T02:14:00,OP-101,MAT-8819
6042,L06042,L,298.9,307.8,1469,44.8,124,0,0,0,0,0,0,LINE1-M02,2026-06-18T02:17:00,OP-103,MAT-8802
6043,M06043,M,299.8,309.1,1369,41.3,127,0,0,0,0,0,0,LINE3-M01,2026-06-18T02:21:00,OP-111,MAT-8819
6044,H06044,H,302.2,311.8,1804,29.9,132,0,0,0,0,0,0,LINE1-M01,2026-06-18T02:25:00,OP-105,MAT-8814
6045,L06045,L,298.3,309.8,1713,33.1,134,0,0,0,0,0,0,LINE3-M01,2026-06-18T02:30:00,OP-104,MAT-8808
6046,H06046,H,300.6,310.7,1560,18.8,139,1,0,0,1,0,0,LINE2-M01,2026-06-18T02:36:00,OP-101,MAT-8807
6047,H06047,H,299.1,309.7,1541,31.7,144,0,0,0,0,0,0,LINE3-M01,2026-06-18T02:38:00,OP-102,MAT-8809
6048,H06048,H,299.7,311.2,1544,35.2,149,0,0,0,0,0,0,LINE1-M02,2026-06-18T02:43:00,OP-106,MAT-8816
6049,L06049,L,299.2,309.4,1641,33.7,151,0,0,0,0,0,0,LINE3-M01,2026-06-18T02:45:00,OP-103,MAT-8811
6050,L06050,L,299.1,308.2,1594,47.8,153,0,0,0,0,0,0,LINE1-M01,2026-06-18T02:50:00,OP-111,MAT-8815
6051,L06051,L,302.1,312.5,1249,49.9,155,0,0,0,0,0,0,LINE1-M02,2026-06-18T02:56:00,OP-104,MAT-8805
6052,L06052,L,300.4,309.6,1168,42.3,157,0,0,0,0,0,0,LINE1-M01,2026-06-18T03:01:00,OP-107,MAT-8807
6053,M06053,M,297.8,306.2,1168,47.7,160,1,0,1,0,0,0,LINE3-M02,2026-06-18T03:05:00,OP-100,MAT-8812
6054,L06054,L,299.1,309.3,1688,40.7,162,0,0,0,0,0,0,LINE3-M02,2026-06-18T03:10:00,OP-103,MAT-8807
6055,L06055,L,300.9,310.2,1715,43.4,164,0,0,0,0,0,0,LINE1-M01,2026-06-18T03:12:00,OP-101,MAT-8803
6056,L06056,L,299.1,308.9,1168,54.0,166,0,0,0,0,0,0,LINE3-M01,2026-06-18T03:14:00,OP-102,MAT-8804
6057,H06057,H,301.6,312.4,1355,38.5,171,0,0,0,0,0,0,LINE3-M01,2026-06-18T03:20:00,OP-109,MAT-8811
6058,M06058,M,296.5,306.2,1703,28.0,174,0,0,0,0,0,0,LINE2-M02,2026-06-18T03:22:00,OP-106,MAT-8802
6059,H06059,H,299.2,309.3,1535,19.9,179,1,0,0,1,0,0,LINE2-M01,2026-06-18T03:26:00,OP-104,MAT-8814
6060,L06060,L,303.5,312.4,1699,34.1,181,0,0,0,0,0,0,LINE1-M02,2026-06-18T03:32:00,OP-106,MAT-8810
6061,M06061,M,300.7,310.0,2071,41.6,184,1,0,0,1,0,0,LINE2-M02,2026-06-18T03:38:00,OP-111,MAT-8813
6062,M06062,M,299.7,311.3,1589,54.1,187,1,0,0,1,0,0,LINE1-M02,2026-06-18T03:40:00,OP-105,MAT-8800
6063,L06063,L,300.0,309.9,1706,33.9,189,0,0,0,0,0,0,LINE2-M01,2026-06-18T03:43:00,OP-110,MAT-8813
6064,M06064,M,298.4,308.1,1188,42.9,192,0,0,0,0,0,0,LINE2-M02,2026-06-18T03:47:00,OP-106,MAT-8817
6065,M06065,M,301.3,310.9,1427,53.7,195,0,0,0,0,0,0,LINE2-M01,2026-06-18T03:51:00,OP-104,MAT-8805
6066,L06066,L,300.3,309.7,1497,29.0,197,0,0,0,0,0,0,LINE3-M01,2026-06-18T03:53:00,OP-103,MAT-8814
6067,H06067,H,299.0,310.3,1747,29.2,202,0,0,0,0,0,0,LINE1-M02,2026-06-18T03:55:00,OP-103,MAT-8816
6068,H06068,H,298.6,309.6,1668,37.6,207,0,0,0,0,0,0,LINE3-M01,2026-06-18T04:01:00,OP-103,MAT-8815
6069,M06069,M,301.4,311.6,1168,43.5,210,1,1,0,0,0,0,LINE1-M01,2026-06-18T04:04:00,OP-104,MAT-8810
6070,L06070,L,297.6,307.5,1758,40.9,212,1,1,0,0,0,0,LINE2-M01,2026-06-18T04:09:00,OP-100,MAT-8801
6071,L06071,L,299.2,309.6,1903,30.3,214,0,0,0,0,0,0,LINE2-M01,2026-06-18T04:13:00,OP-109,MAT-8806
6072,L06072,L,296.1,308.3,1486,51.6,216,1,0,0,0,1,0,LINE1-M02,2026-06-18T04:19:00,OP-100,MAT-8804
6073,M06073,M,300.2,310.6,1697,54.4,219,1,0,0,1,0,0,LINE3-M02,2026-06-18T04:23:00,OP-110,MAT-8811
6074,H06074,H,297.3,305.9,1275,36.3,224,1,1,1,0,0,0,LINE1-M01,2026-06-18T04:27:00,OP-101,MAT-8816
6075,H06075,H,302.9,312.1,1231,39.8,229,1,1,0,0,0,0,LINE2-M02,2026-06-18T04:31:00,OP-100,MAT-8803
6076,M06076,M,300.4,311.9,1726,49.6,232,1,1,0,0,0,0,LINE2-M01,2026-06-18T04:37:00,OP-109,MAT-8807
6077,L06077,L,301.0,309.6,1554,37.4,234,1,1,0,0,0,0,LINE1-M01,2026-06-18T04:42:00,OP-107,MAT-8801
6078,H06078,H,297.8,307.3,1326,44.3,239,1,1,0,0,0,0,LINE2-M01,2026-06-18T04:45:00,OP-101,MAT-8801
6079,L06079,L,297.6,306.7,1196,36.1,0,0,0,0,0,0,0,LINE3-M01,2026-06-18T04:51:00,OP-106,MAT-8800
6080,M06080,M,303.1,313.7,1168,54.2,3,0,0,0,0,0,0,LINE3-M02,2026-06-18T04:53:00,OP-106,MAT-8812
6081,M06081,M,299.7,309.7,1601,33.4,6,0,0,0,0,0,0,LINE3-M01,2026-06-18T04:59:00,OP-101,MAT-8800
6082,H06082,H,297.8,308.4,1663,36.7,11,0,0,0,0,0,0,LINE1-M01,2026-06-18T05:05:00,OP-109,MAT-8815
6083,L06083,L,301.6,309.6,1551,40.5,13,0,0,0,0,0,0,LINE2-M01,2026-06-18T05:07:00,OP-108,MAT-8818
6084,M06084,M,296.4,308.5,1518,45.3,16,0,0,0,0,0,0,LINE3-M02,2026-06-18T05:09:00,OP-105,MAT-8812
6085,L06085,L,302.6,312.7,1386,32.8,18,0,0,0,0,0,0,LINE3-M02,2026-06-18T05:13:00,OP-104,MAT-8805
6086,H06086,H,299.9,308.9,1168,28.4,23,1,0,0,1,0,0,LINE3-M01,2026-06-18T05:19:00,OP-105,MAT-8810
6087,H06087,H,298.9,309.2,1447,44.7,28,0,0,0,0,0,0,LINE2-M02,2026-06-18T05:24:00,OP-110,MAT-8807
6088,L06088,L,295.7,307.1,1665,51.9,30,1,0,0,1,0,0,LINE3-M02,2026-06-18T05:26:00,OP-103,MAT-8809
6089,L06089,L,299.8,310.3,1594,60.3,32,1,0,0,1,0,0,LINE2-M02,2026-06-18T05:29:00,OP-108,MAT-8806
6090,L06090,L,296.2,307.4,1247,47.1,34,0,0,0,0,0,0,LINE3-M01,2026-06-18T05:31:00,OP-106,MAT-8815
6091,H06091,H,299.6,310.5,1607,49.5,39,0,0,0,0,0,0,LINE1-M01,2026-06-18T05:33:00,OP-104,MAT-8801
6092,L06092,L,299.4,309.2,1295,40.4,41,0,0,0,0,0,0,LINE1-M02,2026-06-18T05:38:00,OP-104,MAT-8810
6093,M06093,M,298.2,308.0,1284,43.9,44,0,0,0,0,0,0,LINE1-M02,2026-06-18T05:44:00,OP-110,MAT-8816
6094,L06094,L,300.1,308.9,1776,44.0,46,0,0,0,0,0,0,LINE1-M01,2026-06-18T05:46:00,OP-100,MAT-8805
6095,M06095,M,299.5,309.0,1839,46.4,49,0,0,0,0,0,0,LINE1-M01,2026-06-18T05:48:00,OP-111,MAT-8807
6096,H06096,H,299.4,309.6,1694,35.3,54,0,0,0,0,0,0,LINE3-M01,2026-06-18T05:50:00,OP-107,MAT-8815
6097,H06097,H,303.4,313.9,1687,36.3,59,0,0,0,0,0,0,LINE2-M02,2026-06-18T05:55:00,OP-106,MAT-8802
6098,M06098,M,301.8,310.8,1931,29.8,62,0,0,0,0,0,0,LINE3-M01,2026-06-18T06:00:00,OP-105,MAT-8817
6099,H06099,H,299.4,308.6,1915,35.9,67,0,0,0,0,0,0,LINE2-M02,2026-06-18T06:05:00,OP-100,MAT-8818
6100,L06100,L,298.2,308.1,1763,22.0,69,0,0,0,0,0,0,LINE3-M01,2026-06-18T06:07:00,OP-111,MAT-8819
6101,L06101,L,300.9,313.1,1415,57.4,71,0,0,0,0,0,0,LINE1-M02,2026-06-18T06:13:00,OP-105,MAT-8813
6102,L06102,L,301.2,312.3,1300,26.6,73,0,0,0,0,0,0,LINE2-M01,2026-06-18T06:19:00,OP-102,MAT-8812
6103,L06103,L,298.4,307.5,1749,41.0,75,0,0,0,0,0,0,LINE3-M01,2026-06-18T06:25:00,OP-111,MAT-8814
6104,L06104,L,299.3,312.2,1548,41.8,77,0,0,0,0,0,0,LINE3-M02,2026-06-18T06:30:00,OP-105,MAT-8814
